film_title,customers
LOVE SUICIDES,"ALBERTO HENNING, ANDREW PURDY, CLAYTON BARBEE, DORA MEDINA, GENE SANBORN, GERTRUDE CASTILLO, GWENDOLYN MAY, JUANITA MASON, KRISTIN JOHNSTON, LANCE PEMBERTON, LEO EBERT, PATSY DAVIDSON, PEARL GARZA, ROSS GREY, SHANNON FREEMAN, SONIA GREGORY, TAMARA NGUYEN, TONY CARRANZA, VICTORIA GIBSON"
LOVELY JINGLE,"CONNIE WALLACE, CORY MEEHAN, DARRYL ASHCRAFT, GLORIA COOK, GREG ROBINS, JOEL FRANCISCO, JOSHUA MARK, LYNN PAYNE, MARION OCAMPO, PHYLLIS FOSTER, ROBERTA HARPER, ROBIN HAYES, YOLANDA WEAVER"
LOVER TRUMAN,"ALLISON STANLEY, KAREN JACKSON, LYNN PAYNE, REGINA BERRY, TAMMY SANDERS, VALERIE BLACK, VICTORIA GIBSON, WARREN SHERROD, WILLIE MARKHAM, ZACHARY HITE"
LOVERBOY ATTACKS,"ANNETTE OLSON, CALVIN MARTEL, CYNTHIA YOUNG, DAVE GARDINER, JANICE WARD, JULIE SANCHEZ, KIM CRUZ, MISTY LAMBERT, NATALIE MEYER, ROGER QUINTANILLA, TAMARA NGUYEN, VICTOR BARKLEY"
LUCK OPUS,"ANGEL BARCLAY, DANIEL CABRAL, DOUGLAS GRAF, EARL SHANKS, ELIZABETH BROWN, IRMA PEARSON, LUIS YANEZ, MARIE TURNER, MARY SMITH, NORMAN CURRIER"
LUCKY FLYING,"AGNES BISHOP, BERNICE WILLIS, BOBBY BOUDREAU, DAWN SULLIVAN, DIANE COLLINS, DON BONE, JESUS MCCARTNEY, LINDA WILLIAMS, LYNN PAYNE, MISTY LAMBERT, SHELLY WATTS, TOMMY COLLAZO, VICTORIA GIBSON"
LUKE MUMMY,"ALLAN CORNISH, ARNOLD HAVENS, DAWN SULLIVAN, DELORES HANSEN, GUY BROWNLEE, JOYCE EDWARDS, SARA PERRY"
LUST LOCK,"ANTONIO MEEK, BOBBIE CRAIG, DANIELLE DANIELS, DOUGLAS GRAF, JEAN BELL, MARGIE WADE, MAURICE CRAWLEY, MICHELE GRANT, NATHANIEL ADAM, PHILLIP HOLM, SAMUEL MARLOW, SHAWN HEATON, TAMMY SANDERS, WANDA PATTERSON"
MADIGAN DORADO,"ALFREDO MCADAMS, BARBARA JONES, BRYAN HARDISON, DON BONE, ELEANOR HUNT, GEORGE LINTON, LAURIE LAWRENCE, LEONARD SCHOFIELD, SHEILA WELLS, WANDA PATTERSON"
MADISON TRAP,"ARNOLD HAVENS, COLLEEN BURTON, COREY HAUSER, DALE RATCLIFF, DAVE GARDINER, DEREK BLAKELY, IRENE PRICE, JAIME NETTLES, JOSEPHINE GOMEZ, MARK RINEHART, MYRTLE FLEMING, ROSEMARY SCHMIDT, SHANE MILLARD, VELMA LUCAS, VIOLET RODRIQUEZ"
MADNESS ATTACKS,"ANGELA HERNANDEZ, ANN EVANS, BECKY MILES, DOUGLAS GRAF, ELAINE STEVENS, ELLEN SIMPSON, HUGH WALDROP, IVAN CROMWELL, JAVIER ELROD, JUNE CARROLL, LAUREN HUDSON, LAWRENCE LAWTON, LILLIAN GRIFFIN, LOUISE JENKINS, MARGARET MOORE, MARIA MILLER, PATSY DAVIDSON, RAFAEL ABNEY, RANDALL NEUMANN, RICKY SHELBY, RITA GRAHAM, TAMMY SANDERS, WALLACE SLONE, WALTER PERRYMAN, WILLIE HOWELL"
MADRE GABLES,"ALMA AUSTIN, CATHY SPENCER, CLIFTON MALCOLM, HERMAN DEVORE, ISAAC OGLESBY, JANICE WARD, LEONARD SCHOFIELD, LYDIA BURKE, MARCIA DEAN, RONALD WEINER, RONNIE RICKETTS, SETH HANNON, SHAWN HEATON, STEPHEN QUALLS"
MAGIC MALLRATS,"AMANDA CARTER, BARBARA JONES, CLAYTON BARBEE, DERRICK BOURQUE, GUY BROWNLEE, JON WILES, RON DELUCA"
MAGNIFICENT CHITTY,"ARTHUR SIMPKINS, BARRY LOVELACE, CINDY FISHER, JIM REA, JOHNNIE CHISHOLM, JULIO NOLAND, MICHELE GRANT, NICOLE PETERSON"
MAGNOLIA FORRESTER,"ANGELA HERNANDEZ, ANN EVANS, DANIEL CABRAL, DONALD MAHON, ELAINE STEVENS, FRANCISCO SKIDMORE, MARK RINEHART, MARLENE WELCH, MILDRED BAILEY, PAULA BRYANT, TRACY HERRMANN"
MAGUIRE APACHE,"ADRIAN CLARY, ANA BRADLEY, ARLENE HARVEY, BEVERLY BROOKS, DIANNE SHELTON, MISTY LAMBERT, MYRTLE FLEMING, SALLY PIERCE, TRACY HERRMANN"
MAIDEN HOME,"ANGEL BARCLAY, BRADLEY MOTLEY, BRENDA WRIGHT, BRYAN HARDISON, CARL ARTIS, CATHERINE CAMPBELL, DAVE GARDINER, ELLA OLIVER, ERICA MATTHEWS, GRACE ELLIS, GUY BROWNLEE, JAIME NETTLES, JAMES GANNON, MARC OUTLAW, MAXINE SILVA, OSCAR AQUINO, PETER MENARD, PHILIP CAUSEY, REGINALD KINDER, RON DELUCA, TERESA ROGERS, TERRI VASQUEZ, TOM MILNER, TRACEY BARRETT"
MAJESTIC FLOATS,"ALVIN DELOACH, AUDREY RAY, BERNARD COLBY, BERNICE WILLIS, ELEANOR HUNT, GLORIA COOK, JAMIE WAUGH, JANE BENNETT, JANICE WARD, LAWRENCE LAWTON, LOIS BUTLER, MEGAN PALMER, MONICA HICKS, PETER MENARD, RUSSELL BRINSON, SHERRY MARSHALL, STANLEY SCROGGINS"
MAKER GABLES,"BRANDON HUEY, CHESTER BENNER, ELLA OLIVER, GARY COY, ISAAC OGLESBY, LAWRENCE LAWTON, LUCY WHEELER, MORRIS MCCARTER, ROSEMARY SCHMIDT, SHERRY MARSHALL"
MALKOVICH PET,"BENJAMIN VARNEY, BEVERLY BROOKS, BOB PFEIFFER, CLYDE TOBIAS, DANNY ISOM, ESTHER CRAWFORD, ETHEL WEBB, FELICIA SUTTON, HEATHER MORRIS, HOLLY FOX, JANET PHILLIPS, JEFF EAST, JESSIE BANKS, JILL HAWKINS, JIM REA, KIMBERLY LEE, LLOYD DOWD, LYDIA BURKE, MIGUEL BETANCOURT, ROLAND SOUTH, SHIRLEY ALLEN, STELLA MORENO, SUSAN WILSON, TERRY CARLSON, TIM CARY"
MALLRATS UNITED,"ALLAN CORNISH, ANDRE RAPP, BILLIE HORTON, CHARLES KOWALSKI, CLIFFORD BOWENS, DARLENE ROSE, EVELYN MORGAN, FLORENCE WOODS, JASON MORRISSEY, JOAN COOPER, JORGE OLIVARES, JOSE ANDREW, JULIAN VEST, LAURIE LAWRENCE, LINDA WILLIAMS, LUCILLE HOLMES, NATHAN RUNYON, ROSS GREY, RUBEN GEARY, SAMANTHA DUNCAN, TERRENCE GUNDERSON, THELMA MURRAY, WILLIE HOWELL"
MALTESE HOPE,"ANNETTE OLSON, ARMANDO GRUBER, ARTHUR SIMPKINS, BILL GAVIN, CLAUDE HERZOG, CLYDE TOBIAS, DEBRA NELSON, DIANE COLLINS, ERIKA PENA, GORDON ALLARD, JAIME NETTLES, JAVIER ELROD, JORGE OLIVARES, KATHY JAMES, KYLE SPURLOCK, LILLIE KIM, LORRAINE STEPHENS, MARC OUTLAW, RICARDO MEADOR, ROBERTO VU, RUBY WASHINGTON, TOMMY COLLAZO"
MANCHURIAN CURTAIN,"AUDREY RAY, BONNIE HUGHES, BRAD MCCURDY, BRANDON HUEY, CINDY FISHER, DANIELLE DANIELS, ELLEN SIMPSON, HEIDI LARSON, HILDA HOPKINS, IDA ANDREWS, JEANNE LAWSON, MARVIN YEE, MICHAEL SILVERMAN, MISTY LAMBERT, SHERRY MARSHALL"
MANNEQUIN WORST,"ANTONIO MEEK, ERIKA PENA, JESSE SCHILLING, KEN PREWITT, KYLE SPURLOCK"
MARRIED GO,"BARBARA JONES, CARL ARTIS, CATHY SPENCER, DANIEL CABRAL, DIANNE SHELTON, DONALD MAHON, DONNA THOMPSON, JAMIE RICE, JEFFERY PINSON, JOHN FARNSWORTH, JOY GEORGE, KELLY TORRES, KRISTIN JOHNSTON, LEAH CURTIS, LEE HAWKS, LEROY BUSTAMANTE, MARC OUTLAW, MARIAN MENDOZA, MARIO CHEATHAM, MARION SNYDER, MAX PITT, MELISSA KING, NEIL RENNER, NELLIE GARRETT, PHILIP CAUSEY, RACHEL BARNES, RALPH MADRIGAL, SHERRI RHODES, TED BREAUX, TONI HOLT"
MARS ROMAN,"ALFRED CASILLAS, BRADLEY MOTLEY, CATHERINE CAMPBELL, CHAD CARBONE, CLYDE TOBIAS, DAWN SULLIVAN, DELORES HANSEN, DUANE TUBBS, GERALD FULTZ, JAY ROBB, KATIE ELLIOTT, KAY CALDWELL, KELLY TORRES, KRISTINA CHAMBERS, MELVIN ELLINGTON, PEDRO CHESTNUT, SEAN DOUGLASS, TOM MILNER, WILLIE MARKHAM"
MASK PEACH,"ANTONIO MEEK, CARLOS COUGHLIN, CAROLINE BOWMAN, CLARA SHAW, DUANE TUBBS, DWAYNE OLVERA, KIRK STCLAIR, MARION OCAMPO, MAXINE SILVA, MILDRED BAILEY, MILTON HOWLAND, PATRICK NEWSOM, THELMA MURRAY, TYRONE ASHER, VERA MCCOY, VICTOR BARKLEY"
MASKED BUBBLE,"AMANDA CARTER, ANITA MORALES, CONSTANCE REID, FRANK WAGGONER, GORDON ALLARD, GWENDOLYN MAY, JEFF EAST, JENNIFER DAVIS, JUDITH COX, KEVIN SCHULER, LAUREN HUDSON, LEAH CURTIS, MATTHEW MAHAN, MAURICE CRAWLEY, PAMELA BAKER, PATSY DAVIDSON, PAUL TROUT, RUBY WASHINGTON, STACEY MONTGOMERY"
MASSACRE USUAL,"ANA BRADLEY, BARRY LOVELACE, CHARLOTTE HUNTER, CHRISTINA RAMIREZ, DON BONE, DOROTHY TAYLOR, EDWIN BURK, ENRIQUE FORSYTHE, FLORENCE WOODS, GARY COY, JANET PHILLIPS, JULIE SANCHEZ, LEO EBERT, LINDA WILLIAMS, LOUIS LEONE, MARILYN ROSS, MAX PITT, NEIL RENNER, NICHOLAS BARFIELD, PETER MENARD, ROSEMARY SCHMIDT, RUTH MARTINEZ, SHELLY WATTS, STEVE MACKENZIE, THOMAS GRIGSBY, WARREN SHERROD, WAYNE TRUONG, WILLIE HOWELL"
MASSAGE IMAGE,"CALVIN MARTEL, CARL ARTIS, DIANNE SHELTON, JACQUELINE LONG, JANICE WARD, JORGE OLIVARES, KARL SEAL, NEIL RENNER, RICKY SHELBY, ROSE HOWARD, TERRI VASQUEZ, WILLIE HOWELL"
MATRIX SNOWMAN,"DAVID ROYAL, ELLEN SIMPSON, GRACE ELLIS, ISAAC OGLESBY, JOANN GARDNER, JORDAN ARCHULETA, KATHY JAMES, TERRY CARLSON, TRACEY BARRETT"
MAUDE MOD,"GREGORY MAULDIN, MARCIA DEAN, MARION SNYDER, MONICA HICKS, PHILIP CAUSEY, SAM MCDUFFIE, THOMAS GRIGSBY, TODD TAN"
MEET CHOCOLATE,"BRANDON HUEY, BRENT HARKINS, CHESTER BENNER, CHRISTINA RAMIREZ, DENNIS GILMAN, ERNEST STEPP, HOWARD FORTNER, LAURA RODRIGUEZ, OSCAR AQUINO, PATRICK NEWSOM, STEPHANIE MITCHELL, VICTORIA GIBSON"
MEMENTO ZOOLANDER,"ALAN KAHN, ANDREW PURDY, DOUGLAS GRAF, ELIZABETH BROWN, JIMMIE EGGLESTON, KATHLEEN ADAMS, LOIS BUTLER, MARIO CHEATHAM, MICHAEL SILVERMAN, RODNEY MOELLER, TED BREAUX, VERNON CHAPA"
MENAGERIE RUSHMORE,"AMBER DIXON, JEFF EAST, JOANNE ROBERTSON, JORDAN ARCHULETA, KIRK STCLAIR, MARVIN YEE, NATHANIEL ADAM"
MERMAID INSECTS,"ALLISON STANLEY, ANDREA HENDERSON, DARLENE ROSE, GLORIA COOK, JANET PHILLIPS, JASON MORRISSEY, JESSIE MILAM, KENT ARSENAULT, LILLIAN GRIFFIN, LORRAINE STEPHENS, MANUEL MURRELL, NINA SOTO, NORA HERRERA, PERRY SWAFFORD, RHONDA KENNEDY, TOM MILNER"
METAL ARMAGEDDON,"ANA BRADLEY, CASSANDRA WALTERS, CHARLOTTE HUNTER, CHRISTINE ROBERTS, CHRISTOPHER GRECO, DIANE COLLINS, ETHEL WEBB, JANICE WARD, JEFF EAST, JEREMY HURTADO, JOHNNIE CHISHOLM, KARL SEAL, KEN PREWITT, KYLE SPURLOCK, LAURIE LAWRENCE, LEROY BUSTAMANTE, LUCY WHEELER, MELINDA FERNANDEZ, MIKE WAY, MINNIE ROMERO, NEIL RENNER, SERGIO STANFIELD, SHIRLEY ALLEN, STACY CUNNINGHAM"
METROPOLIS COMA,"ARMANDO GRUBER, CAROLYN PEREZ, CLARENCE GAMEZ, DORIS REED, ERIK GUILLEN, GLENDA FRAZIER, HILDA HOPKINS, HOWARD FORTNER, JERRY JORDON, JULIAN VEST, KIMBERLY LEE, LLOYD DOWD, LUIS YANEZ, MARTIN BALES, MATHEW BOLIN, MICHEAL FORMAN, MIRIAM MCKINNEY, MYRTLE FLEMING, PRISCILLA LOWE, RICKY SHELBY, STEVE MACKENZIE, TINA SIMMONS, VELMA LUCAS, VICTORIA GIBSON, VIOLET RODRIQUEZ, VIRGINIA GREEN"
MICROCOSMOS PARADISE,"ANGEL BARCLAY, ANN EVANS, BERNICE WILLIS, CHARLOTTE HUNTER, CLARENCE GAMEZ, EARL SHANKS, FREDDIE DUGGAN, HAROLD MARTINO, JUANITA MASON, LEO EBERT, MARLENE WELCH, PRISCILLA LOWE, SAM MCDUFFIE"
MIDNIGHT WESTWARD,"ALEXANDER FENNELL, CHARLIE BESS, ENRIQUE FORSYTHE, GLENDA FRAZIER, HERMAN DEVORE, JUANITA MASON, KRISTINA CHAMBERS, LAUREN HUDSON, LAWRENCE LAWTON, MAE FLETCHER, MILTON HOWLAND, PHILIP CAUSEY, RALPH MADRIGAL, SONIA GREGORY, TRAVIS ESTEP, WENDY HARRISON"
MIDSUMMER GROUNDHOG,"AGNES BISHOP, ALBERT CROUSE, BRANDON HUEY, BRANDY GRAVES, BYRON BOX, DIANA ALEXANDER, DIANE COLLINS, ELIZABETH BROWN, ERIN DUNN, EVELYN MORGAN, GLORIA COOK, HEATHER MORRIS, JEAN BELL, LEE HAWKS, MARILYN ROSS, TERRANCE ROUSH, THELMA MURRAY, THOMAS GRIGSBY, TIMOTHY BUNN, VERNON CHAPA, WESLEY BULL"
MIGHTY LUCK,"AMY LOPEZ, BARRY LOVELACE, ERIC ROBERT, ERIN DUNN, FLORENCE WOODS, GREGORY MAULDIN, MARCUS HIDALGO, MARGIE WADE, NINA SOTO, OSCAR AQUINO, SCOTT SHELLEY"
MILE MULAN,"CLARENCE GAMEZ, DARYL LARUE, ERIC ROBERT, HARRY ARCE, HERBERT KRUGER, JACQUELINE LONG, JAIME NETTLES, LOIS BUTLER, MICHELLE CLARK, SHELLY WATTS, STANLEY SCROGGINS, TED BREAUX, TONYA CHAPMAN"
MILLION ACE,"ALEXANDER FENNELL, ALVIN DELOACH, CATHERINE CAMPBELL, CLARA SHAW, COREY HAUSER, DAVID ROYAL, DORA MEDINA, HOLLY FOX, JANICE WARD, KARL SEAL, KATHY JAMES, MARTHA GONZALEZ, MELISSA KING, NAOMI JENNINGS, NELLIE GARRETT, PATRICK NEWSOM, SHARON ROBINSON, VICKI FIELDS, VICTOR BARKLEY, WESLEY BULL"
MINDS TRUMAN,"BRITTANY RILEY, CHRISTINE ROBERTS, CLIFFORD BOWENS, CRAIG MORRELL, CYNTHIA YOUNG, DANA HART, ELEANOR HUNT, ELSIE KELLEY, GABRIEL HARDER, JASON MORRISSEY, LILLIAN GRIFFIN, MARVIN YEE, MARY SMITH, REBECCA SCOTT, ROBIN HAYES, SAM MCDUFFIE, STEPHEN QUALLS, STEVE MACKENZIE, TARA RYAN"
MINE TITANS,"ANNE POWELL, CASEY MENA, CHARLENE ALVAREZ, DANA HART, DARYL LARUE, DAVE GARDINER, DAWN SULLIVAN, ELLEN SIMPSON, JOHNNIE CHISHOLM, JOYCE EDWARDS, KATHRYN COLEMAN, KENT ARSENAULT, MAE FLETCHER, RALPH MADRIGAL, SHARON ROBINSON, TERRENCE GUNDERSON, TRACY COLE, TRAVIS ESTEP, VALERIE BLACK"
MINORITY KISS,"CASEY MENA, ELMER NOE, HERBERT KRUGER, JOSEPH JOY, LARRY THRASHER, MARK RINEHART, PAULA BRYANT, SHARON ROBINSON, SYLVIA ORTIZ, TANYA GILBERT, WILLIE HOWELL"
MIRACLE VIRTUAL,"CRAIG MORRELL, DAVE GARDINER, DUSTIN GILLETTE, EARL SHANKS, LOUIS LEONE, MARJORIE TUCKER, MAUREEN LITTLE, SHERRY MARSHALL, TRACY COLE"
MISSION ZOOLANDER,"ANDY VANHORN, CARLOS COUGHLIN, CHRISTY VARGAS, DARREN WINDHAM, ETHEL WEBB, GEORGIA JACOBS, KAREN JACKSON, KARL SEAL, KIMBERLY LEE, OLGA JIMENEZ, PATSY DAVIDSON, PEGGY MYERS, RAMONA HALE, RICARDO MEADOR, ROBIN HAYES, SAM MCDUFFIE, STANLEY SCROGGINS, STEPHANIE MITCHELL"
MIXED DOORS,"DANA HART, EDGAR RHOADS, MYRTLE FLEMING, PAULINE HENRY"
MOB DUFFEL,"BESSIE MORRISON, DUANE TUBBS, EMILY DIAZ, ERIN DUNN, ISAAC OGLESBY, JENNY CASTRO, JEROME KENYON, JORGE OLIVARES, JOSEPH JOY, PHILIP CAUSEY, ROY WHITING, VALERIE BLACK"
MOCKINGBIRD HOLLYWOOD,"ALLISON STANLEY, BERNICE WILLIS, BRADLEY MOTLEY, BRYAN HARDISON, BYRON BOX, CONSTANCE REID, DAVID ROYAL, DUSTIN GILLETTE, ERNEST STEPP, HOLLY FOX, IAN STILL, JORDAN ARCHULETA, KENNETH GOODEN, MELINDA FERNANDEZ, MILDRED BAILEY, MIRIAM MCKINNEY, NINA SOTO, PAULA BRYANT, PHILIP CAUSEY, ROBERTA HARPER, STELLA MORENO, STEVEN CURLEY, TERRY GRISSOM, TOM MILNER"
MOD SECRETARY,"CHAD CARBONE, DANNY ISOM, DARLENE ROSE, EVELYN MORGAN, IVAN CROMWELL, MARIAN MENDOZA, MARSHA DOUGLAS, RICKY SHELBY, SAM MCDUFFIE, SCOTT SHELLEY, TOMMY COLLAZO"
MODEL FISH,"AMANDA CARTER, ARLENE HARVEY, BRITTANY RILEY, DARLENE ROSE, DAWN SULLIVAN, JOE GILLILAND, KEN PREWITT, LUIS YANEZ, MARC OUTLAW, MELVIN ELLINGTON, TODD TAN, TONYA CHAPMAN, WANDA PATTERSON, WILMA RICHARDS"
MODERN DORADO,"ALLISON STANLEY, BENJAMIN VARNEY, BOBBIE CRAIG, CAROLYN PEREZ, CATHY SPENCER, CHARLES KOWALSKI, COURTNEY DAY, JESSIE MILAM, LESLIE SEWARD, LYNN PAYNE, MIRIAM MCKINNEY, STEPHANIE MITCHELL, STEVE MACKENZIE, WENDY HARRISON, ZACHARY HITE"
MONEY HAROLD,"ARNOLD HAVENS, BRENT HARKINS, CHAD CARBONE, EARL SHANKS, GERALDINE PERKINS, JENNIFER DAVIS, JENNY CASTRO, LEONARD SCHOFIELD, MARC OUTLAW, MARILYN ROSS, MARIO CHEATHAM, MATTHEW MAHAN, NICOLE PETERSON, RICK MATTOX, RUSSELL BRINSON, RUTH MARTINEZ, SHERRY MARSHALL, TERRY CARLSON, TERRY GRISSOM, WARREN SHERROD"
MONSOON CAUSE,"ANDREW PURDY, BETTY WHITE, BRADLEY MOTLEY, CALVIN MARTEL, CINDY FISHER, DOLORES WAGNER, JOANNE ROBERTSON, PEGGY MYERS, TANYA GILBERT"
MONSTER SPARTACUS,"ANDY VANHORN, BOBBIE CRAIG, EVA RAMOS, FERNANDO CHURCHILL, HERBERT KRUGER, JENNIFER DAVIS, JESSICA HALL, JUDY GRAY, KATIE ELLIOTT, KURT EMMONS, NINA SOTO, SONIA GREGORY, STACEY MONTGOMERY, VELMA LUCAS, VICKIE BREWER"
MONTEREY LABYRINTH,"ASHLEY RICHARDSON, BERTHA FERGUSON, CONNIE WALLACE, DEAN SAUER, DENISE KELLY, EVERETT BANDA, GABRIEL HARDER, GERTRUDE CASTILLO, LESTER KRAUS, PERRY SWAFFORD, SCOTT SHELLEY, THEODORE CULP, WADE DELVALLE"
MONTEZUMA COMMAND,"ALMA AUSTIN, BRIAN WYMAN, CATHERINE CAMPBELL, CHRIS BROTHERS, JUAN FRALEY, JULIAN VEST, LESLIE SEWARD, MEGAN PALMER, MILDRED BAILEY"
MOON BUNCH,"BECKY MILES, CALVIN MARTEL, COREY HAUSER, DARRYL ASHCRAFT, DAVID ROYAL, ESTHER CRAWFORD, EVELYN MORGAN, FREDDIE DUGGAN, GARY COY, HARRY ARCE, HEATHER MORRIS, JESSIE BANKS, JORGE OLIVARES, JOY GEORGE, JUNE CARROLL, KIRK STCLAIR, LLOYD DOWD, PHILIP CAUSEY, RANDALL NEUMANN, REGINA BERRY, RICHARD MCCRARY, ROBERTA HARPER, SHARON ROBINSON, STEPHEN QUALLS, VIOLET RODRIQUEZ, VIRGINIA GREEN, WESLEY BULL"
MOONSHINE CABIN,"ANNETTE OLSON, BEN EASTER, CECIL VINES, DAVE GARDINER, DON BONE, DORIS REED, ERIC ROBERT, GARY COY, HARRY ARCE, JACOB LANCE, JIMMY SCHRADER, LUCILLE HOLMES, MARIE TURNER, RACHEL BARNES, RHONDA KENNEDY, TERRY GRISSOM, TIFFANY JORDAN, TROY QUIGLEY, VIOLET RODRIQUEZ, WANDA PATTERSON"
MOONWALKER FOOL,"ANGELA HERNANDEZ, COLLEEN BURTON, DALE RATCLIFF, DARREN WINDHAM, FRANK WAGGONER, KARL SEAL, RANDY GAITHER, RENEE LANE, SHELLY WATTS, STEPHEN QUALLS, TRACEY BARRETT, VICKIE BREWER, YVONNE WATKINS"
MOSQUITO ARMAGEDDON,"ALLISON STANLEY, CHARLES KOWALSKI, DERRICK BOURQUE, JEFFERY PINSON, JOE GILLILAND, JOSHUA MARK, JUANITA MASON, LEONARD SCHOFIELD, LESLIE SEWARD, MAE FLETCHER, NORA HERRERA, PRISCILLA LOWE, SANDRA MARTIN, TYRONE ASHER, VICTORIA GIBSON"
MOTHER OLEANDER,"CHERYL MURPHY, CLIFTON MALCOLM, ERICA MATTHEWS, ISAAC OGLESBY, JANE BENNETT, JUANITA MASON, KEVIN SCHULER, LILLIAN GRIFFIN, LISA ANDERSON, MINNIE ROMERO, NICOLE PETERSON, SAMANTHA DUNCAN, WALTER PERRYMAN, WILLIE HOWELL"
MOTIONS DETAILS,"ALEXANDER FENNELL, ANNA HILL, CAROLYN PEREZ, CHRISTINE ROBERTS, CLAUDE HERZOG, ERNEST STEPP, FREDDIE DUGGAN, HARVEY GUAJARDO, HERBERT KRUGER, HOLLY FOX, KATHRYN COLEMAN, LARRY THRASHER, LOIS BUTLER, MARJORIE TUCKER, MICHELE GRANT, MILDRED BAILEY"
MOULIN WAKE,"ALLEN BUTTERFIELD, ANA BRADLEY, ASHLEY RICHARDSON, BETH FRANKLIN, CHRISTY VARGAS, HAZEL WARREN, JESSIE BANKS, JUANITA MASON, JUDY GRAY, LESLIE SEWARD, LYDIA BURKE, MARION SNYDER, MATTHEW MAHAN, RHONDA KENNEDY, TAMARA NGUYEN, WENDY HARRISON"
MOURNING PURPLE,"BILLY POULIN, BRANDON HUEY, CINDY FISHER, CLARENCE GAMEZ, CLAYTON BARBEE, CLIFTON MALCOLM, DEAN SAUER, DEBBIE REYES, ERIKA PENA, JACOB LANCE, JULIA FLORES, LAURIE LAWRENCE, LORETTA CARPENTER, LOUISE JENKINS, MICHELLE CLARK, RALPH MADRIGAL, SARAH LEWIS, STACEY MONTGOMERY, VALERIE BLACK, WILMA RICHARDS"
MOVIE SHAKESPEARE,"ALEXANDER FENNELL, BEATRICE ARNOLD, BILLY POULIN, CHESTER BENNER, DIANNE SHELTON, EVERETT BANDA, FRED WHEAT, IRENE PRICE, JEREMY HURTADO, JORDAN ARCHULETA, JUNE CARROLL, LEWIS LYMAN, MELINDA FERNANDEZ, MINNIE ROMERO, MYRTLE FLEMING, NORA HERRERA, PRISCILLA LOWE, ROLAND SOUTH, ROY WHITING, SONIA GREGORY, TAMMY SANDERS, TOMMY COLLAZO, TONY CARRANZA, VIRGINIA GREEN, WALTER PERRYMAN"
MULAN MOON,"ALLAN CORNISH, ALLEN BUTTERFIELD, ANNE POWELL, BOBBY BOUDREAU, FRANCES PARKER, GLENN PULLEN, HAZEL WARREN, MANUEL MURRELL, MARGARET MOORE, MONICA HICKS, PAUL TROUT, RAMONA HALE, SALVADOR TEEL"
MULHOLLAND BEAST,"DIANA ALEXANDER, EARL SHANKS, EMMA BOYD, JEANNE LAWSON, JOYCE EDWARDS, KARL SEAL, RUSSELL BRINSON"
MUMMY CREATURES,"ALBERT CROUSE, BOBBIE CRAIG, CHRIS BROTHERS, CRAIG MORRELL, ELEANOR HUNT, GEORGE LINTON, JANICE WARD, JUSTIN NGO, KELLY KNOTT, MARSHALL THORN, MAUREEN LITTLE, NICHOLAS BARFIELD, PATRICIA JOHNSON, PETER MENARD, RENEE LANE, RITA GRAHAM"
MURDER ANTITRUST,"ALEX GRESHAM, ANTONIO MEEK, BEN EASTER, BEVERLY BROOKS, CHRISTINE ROBERTS, CYNTHIA YOUNG, DARRELL POWER, DOUGLAS GRAF, FERNANDO CHURCHILL, GLENN PULLEN, JOEL FRANCISCO, MARION OCAMPO, OLGA JIMENEZ, RAY HOULE, ROGER QUINTANILLA, ROY WHITING, SAMANTHA DUNCAN, SARAH LEWIS, SHERRY MARSHALL, STEVE MACKENZIE, TED BREAUX, WANDA PATTERSON, WILLARD LUMPKIN"
MUSCLE BRIGHT,"AARON SELBY, ALICIA MILLS, BERTHA FERGUSON, CAROLYN PEREZ, CINDY FISHER, CODY NOLEN, DANIELLE DANIELS, DARLENE ROSE, ERIKA PENA, FREDERICK ISBELL, GORDON ALLARD, JORGE OLIVARES, JOSE ANDREW, JULIA FLORES, LOIS BUTLER, MARCIA DEAN, MARGARET MOORE, MARION SNYDER, MIGUEL BETANCOURT, MISTY LAMBERT, MORRIS MCCARTER, MYRTLE FLEMING, NAOMI JENNINGS, RANDY GAITHER, RICKY SHELBY, SEAN DOUGLASS, SHERRI RHODES, SHIRLEY ALLEN, STEVEN CURLEY, SUSAN WILSON"
MUSIC BOONDOCK,"ADAM GOOCH, CODY NOLEN, DAISY BATES, DARRYL ASHCRAFT, DUSTIN GILLETTE, ELEANOR HUNT, EVELYN MORGAN, GINA WILLIAMSON, IDA ANDREWS, JEFFREY SPEAR, KURT EMMONS, LILLIE KIM, MARIAN MENDOZA, MARTHA GONZALEZ, MICHELE GRANT, PRISCILLA LOWE, SAMUEL MARLOW, TERRANCE ROUSH, WALTER PERRYMAN"
MUSKETEERS WAIT,"BRADLEY MOTLEY, CAROL GARCIA, CHARLOTTE HUNTER, DAVID ROYAL, ELLEN SIMPSON, HECTOR POINDEXTER, HOLLY FOX, JANE BENNETT, MARTIN BALES, MARY SMITH, MAURICE CRAWLEY, MIKE WAY, MISTY LAMBERT, RYAN SALISBURY, THELMA MURRAY, TONI HOLT"
MUSSOLINI SPOILERS,"ALBERT CROUSE, HEATHER MORRIS, JESSICA HALL, MONICA HICKS, THOMAS GRIGSBY"
MYSTIC TRUMAN,"DEREK BLAKELY, DOROTHY TAYLOR, ERNEST STEPP, GENE SANBORN, GEORGIA JACOBS, GUY BROWNLEE, JANE BENNETT, LOIS BUTLER, NELSON CHRISTENSON, SYLVIA ORTIZ"
